Site,Tag
https://www.bike-components.de/de/Magura/MT7-Pro-HC-Carbotecture-v-h-Set-Scheibenbremse-mit-Gutschein-p77100/,module-product-detail-price
https://www.hibike.de/magura-mt7-pro-scheibenbremse-schwarz-p4251be24783dae3dbf02594baa7eed74#var_62119010,itemlist_item
https://r2-bike.com/MAGURA-MT7-Pro-HC-Scheibenbremse-Set,price text-nowrap
